,misc_price,launch_announced,display_size,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,network_technology,battery,has_wireless_charging,is_waterproof,oem_model,display_width,display_height,memory_rom_gb,memory_ram_gb,main_camera_resolution,num_main_camera,selfie_camera_resolution,num_selfie_camera
1199,600.0,2018.0,6.42,1,0,0,0,1,0,4G,3730.0,0,0,Oppo Find X,1080.0,2340.0,128.0,8.0,16.0,2.0,25.0,1.0
1299,850.0,2018.0,5.72,0,1,1,0,1,1,4G,4000.0,1,1,Razer Phone 2,1440.0,2560.0,64.0,8.0,12.0,2.0,8.0,1.0
228,209.7486,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,vivo Z1x,1080.0,2340.0,64.0,6.0,48.0,3.0,32.0,1.0
18,199.99,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,Honor 9X,1080.0,2340.0,64.0,4.0,48.0,3.0,16.0,1.0
981,180.0,2016.0,5.7,0,1,0,1,0,1,4G,3000.0,0,0,LG Stylus 2 Plus,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
1014,160.0,2014.0,4.7,0,1,0,1,0,0,3G,2440.0,0,0,LG G2 mini,540.0,960.0,8.0,1.0,8.0,1.0,1.3,1.0
718,220.0,2016.0,5.5,0,1,1,1,0,0,4G,2800.0,0,0,HTC Desire 728 Ultra,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
458,100.0,2019.0,5.71,0,1,0,1,0,0,4G,2800.0,0,0,Archos Oxygen 57,720.0,1520.0,32.0,3.0,8.0,2.0,5.0,1.0
1601,90.0,2017.0,5.5,0,1,0,1,0,0,4G,3080.0,0,0,Xiaomi Redmi Y1 Lite,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
132,167.0,2019.0,6.3,0,1,0,1,1,1,4G,3500.0,0,0,Nokia 6.2,1080.0,2280.0,32.0,3.0,16.0,3.0,8.0,1.0
832,260.0,2014.0,5.5,0,1,0,1,0,1,4G,3000.0,0,0,Huawei Ascend G7,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1880,764.5,2018.0,6.0,1,0,1,1,1,1,4G,4000.0,0,1,Asus ROG Phone ZS600KL - Asus ROG Phone,1080.0,2160.0,128.0,8.0,12.0,2.0,8.0,1.0
1617,170.0,2016.0,5.0,0,1,0,1,0,0,4G,4100.0,0,0,Xiaomi Redmi 3x,720.0,1280.0,32.0,2.0,13.0,1.0,5.0,1.0
813,150.0,2016.0,7.0,0,1,0,1,0,0,4G,4100.0,0,0,Huawei MediaPad T2 7.0,600.0,1024.0,8.0,1.0,2.0,1.0,2.0,1.0
756,250.0,2014.0,5.5,0,1,1,1,0,0,3G,2600.0,0,0,HTC Desire 816 dual sim,720.0,1280.0,8.0,1.5,13.0,1.0,5.0,1.0
336,230.0,2020.0,6.53,0,1,0,1,1,0,4G,4000.0,0,0,Allview Soul X7 Pro,1080.0,2340.0,64.0,4.0,13.0,4.0,16.0,1.0
1703,280.0,2015.0,5.0,0,1,0,1,1,0,4G,2500.0,0,0,ZTE Blade S7,1080.0,1920.0,32.0,3.0,13.0,1.0,13.0,1.0
805,250.0,2016.0,5.0,1,1,0,1,0,0,4G,3020.0,0,0,Huawei Enjoy 6s,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1657,400.0,2018.0,5.99,0,0,0,0,1,0,4G,3450.0,0,0,ZTE nubia Z18,1080.0,2160.0,64.0,6.0,24.0,2.0,8.0,1.0
869,350.0,2016.0,5.7,0,0,0,0,1,1,4G,3100.0,0,0,LeEco Le Max 2,1440.0,2560.0,32.0,4.0,21.0,1.0,8.0,1.0
933,260.0,2014.0,5.0,1,0,0,1,0,1,4G,2300.0,0,0,Lenovo S90 Sisley,720.0,1280.0,16.0,1.0,13.0,1.0,8.0,1.0
1902,180.0,2020.0,6.53,0,1,0,1,1,0,4G,5000.0,0,0,vivo Z5x (2020) - vivo Z5x,1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
1379,300.0,2015.0,6.0,1,1,0,1,1,1,4G,4000.0,0,0,Samsung Galaxy A9 (2016),1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
1903,254.795,2020.0,6.53,0,1,0,1,1,1,4G,4000.0,0,0,LG Q61 - LG K61,1080.0,2340.0,64.0,4.0,48.0,4.0,16.0,1.0
1567,300.0,2014.0,5.0,0,0,1,1,1,0,4G,2350.0,0,0,Wiko Highway 4G,1080.0,1920.0,16.0,2.0,16.0,1.0,8.0,1.0
1707,290.0,2015.0,5.2,1,1,0,1,1,0,4G,2200.0,0,0,ZTE nubia My Prague,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
1165,110.0,2017.0,5.0,0,1,0,1,0,0,4G,4100.0,0,0,Nokia 2,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
1161,100.0,2018.0,5.5,0,1,1,1,0,0,4G,4000.0,0,0,Nokia 2.1,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
1355,240.0,2017.0,5.0,0,1,0,1,1,1,4G,2800.0,0,1,Samsung Galaxy Xcover 4,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
881,102.6,2018.0,5.7,0,1,0,1,0,0,4G,3000.0,0,0,Lenovo K9,720.0,1440.0,32.0,3.0,13.0,2.0,13.0,2.0
1029,480.0,2018.0,5.95,1,0,1,1,1,0,4G,3500.0,0,0,Meizu 15 Plus,1440.0,2560.0,64.0,6.0,12.0,2.0,20.0,1.0
793,1200.0,2017.0,6.0,1,0,0,0,1,1,4G,4000.0,0,1,Huawei Mate 10 Porsche Design,1080.0,2160.0,256.0,6.0,12.0,2.0,8.0,1.0
1633,90.0,2014.0,4.7,0,1,0,1,0,0,3G,2000.0,0,0,Xiaomi Redmi 1S,720.0,1280.0,8.0,1.0,8.0,1.0,1.6,1.0
377,200.0,2014.0,5.0,0,1,0,1,0,0,4G,2300.0,0,0,Acer Liquid Jade S,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
376,130.0,2015.0,4.5,0,1,1,1,0,0,4G,2000.0,0,0,Acer Liquid Z410,540.0,960.0,8.0,1.0,5.0,1.0,2.0,1.0
1224,550.0,2016.0,6.0,0,1,0,1,1,0,4G,4120.0,0,0,Oppo R9 Plus,1080.0,1920.0,64.0,4.0,16.0,1.0,16.0,1.0
976,160.0,2016.0,5.5,0,1,0,1,0,1,4G,2800.0,0,0,LG X5,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1269,110.0,2016.0,5.0,0,1,0,1,0,0,3G,3200.0,0,0,Panasonic P66,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
1107,100.0,2015.0,5.0,0,1,0,1,0,0,3G,2200.0,0,0,Microsoft Lumia 540 Dual SIM,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
138,470.0,2020.0,6.55,1,0,1,0,1,1,5G,4000.0,0,0,Oppo Reno4 Pro 5G,1080.0,2400.0,128.0,8.0,48.0,3.0,32.0,1.0
742,180.0,2014.0,5.0,0,1,0,1,0,0,4G,2000.0,0,0,HTC Desire 626,720.0,1280.0,16.0,1.0,13.0,1.0,5.0,1.0
1039,210.0,2017.0,5.5,0,1,0,1,1,0,4G,3400.0,0,0,Meizu E2,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
962,200.0,2018.0,5.3,0,1,0,1,1,1,4G,3000.0,0,0,LG X4+,720.0,1280.0,32.0,2.0,13.0,1.0,5.0,1.0
1225,350.0,2016.0,5.5,1,1,0,1,1,0,4G,2850.0,0,0,Oppo F1 Plus,1080.0,1920.0,64.0,4.0,13.0,1.0,16.0,1.0
923,300.0,2015.0,5.0,0,1,0,1,1,0,4G,3000.0,0,0,Lenovo Vibe Shot,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
1573,200.0,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,Xiaomi Redmi Note 7 Pro,1080.0,2340.0,64.0,4.0,48.0,2.0,13.0,1.0
1324,240.0,2018.0,6.0,0,1,0,1,0,1,4G,3300.0,0,0,Samsung Galaxy J6+,720.0,1480.0,32.0,3.0,13.0,2.0,8.0,1.0
1540,580.0,2016.0,5.88,0,0,0,1,1,0,4G,4000.0,0,0,vivo X9 Plus,1080.0,1920.0,64.0,6.0,16.0,1.0,20.0,2.0
836,250.0,2014.0,5.0,0,1,0,1,1,1,4G,2500.0,0,0,Huawei Ascend P7,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
995,160.0,2015.0,5.2,0,1,0,1,0,1,4G,2300.0,0,0,LG G4 Beat,1080.0,1920.0,8.0,1.5,8.0,1.0,5.0,1.0
757,250.0,2014.0,5.5,0,1,1,1,0,1,4G,2600.0,0,0,HTC Desire 816,720.0,1280.0,8.0,1.5,13.0,1.0,5.0,1.0
770,100.0,2018.0,5.45,0,1,0,1,0,0,4G,3020.0,0,0,Huawei Y5 lite (2018),720.0,1440.0,16.0,1.0,8.0,1.0,5.0,1.0
1460,280.0,2017.0,6.0,0,1,0,1,1,1,4G,2700.0,0,0,Sony Xperia XA1 Ultra,1080.0,1920.0,32.0,4.0,23.0,1.0,16.0,1.0
224,190.0,2019.0,6.35,0,1,0,1,1,0,4G,5000.0,0,0,vivo Y3,720.0,1544.0,128.0,4.0,13.0,3.0,16.0,1.0
524,100.0,2014.0,7.0,0,1,0,1,0,0,3G,3910.0,0,0,Asus Fonepad 7 (2014),600.0,1024.0,4.0,1.0,2.0,1.0,0.3,1.0
1248,102.6,2018.0,5.7,0,1,0,1,0,0,4G,3000.0,0,0,Panasonic Eluga Ray 530,720.0,1440.0,32.0,3.0,13.0,1.0,5.0,1.0
894,250.0,2016.0,5.5,0,1,0,1,0,0,4G,4000.0,0,0,Lenovo K6 Note,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
154,271.0537074,2019.0,6.5,0,1,1,1,1,0,4G,5000.0,0,0,Oppo A9 (2020),720.0,1600.0,128.0,4.0,48.0,4.0,16.0,1.0
1418,200.0,2014.0,4.52,0,1,0,1,0,0,3G,2100.0,0,0,Samsung G3812B Galaxy S3 Slim,540.0,960.0,8.0,1.0,5.0,1.0,0.3,1.0
1811,147.0,2017.0,5.2,0,1,0,1,0,0,4G,3000.0,0,0,Honor 6C Pro - Micromax Selfie 2 Q4311,720.0,1280.0,32.0,3.0,13.0,1.0,8.0,1.0
1825,93.993,2019.0,5.45,0,1,0,1,0,0,4G,4000.0,0,0,Panasonic Eluga I7 (2019) - Panasonic Eluga I7,720.0,1440.0,16.0,2.0,8.0,1.0,8.0,1.0
1726,200.0,2014.0,5.0,0,1,0,1,1,0,4G,2300.0,0,0,ZTE Star 1,1080.0,1920.0,16.0,2.0,8.0,1.0,5.0,1.0
178,352.13116932,2019.0,6.5,1,0,1,1,1,1,4G,4000.0,0,0,Realme X2 Pro,1080.0,2400.0,64.0,6.0,64.0,4.0,16.0,1.0
1526,250.0,2017.0,5.7,0,1,0,1,0,0,4G,3000.0,0,0,vivo V7,720.0,1440.0,32.0,4.0,16.0,1.0,24.0,1.0
688,310.0,2015.0,5.2,0,1,0,1,0,1,4G,3100.0,0,0,Honor 7i,1080.0,1920.0,32.0,3.0,13.0,1.0,13.0,1.0
1063,114.0,2018.0,6.19,0,1,0,1,1,0,4G,4000.0,0,0,Micromax Infinity N12,720.0,1500.0,32.0,3.0,13.0,2.0,16.0,1.0
872,210.0,2016.0,5.5,0,0,0,1,1,0,4G,3000.0,0,0,LeEco Le 1s,1080.0,1920.0,32.0,3.0,13.0,1.0,5.0,1.0
379,260.0,2014.0,5.7,0,1,0,1,0,0,4G,2700.0,0,0,Acer Liquid X1,720.0,1280.0,16.0,2.0,13.0,1.0,2.0,1.0
1173,330.0,2014.0,5.0,0,1,0,1,1,1,4G,2200.0,1,0,Nokia Lumia 830,720.0,1280.0,16.0,1.0,10.0,1.0,0.9,1.0
597,330.0,2017.0,4.7,0,1,0,1,0,0,4G,4000.0,0,1,Cat S31,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
822,300.0,2015.0,5.7,1,0,1,1,1,1,4G,3450.0,0,0,Huawei Nexus 6P,1440.0,2560.0,32.0,3.0,12.3,1.0,8.0,1.0
1554,440.0,2015.0,5.5,1,1,0,1,1,0,4G,4150.0,0,0,vivo X5Max Platinum Edition,1080.0,1920.0,32.0,3.0,13.0,1.0,5.0,1.0
434,300.0,2015.0,5.5,1,1,0,1,0,0,4G,6000.0,0,0,Allview P8 Energy,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1206,130.0,2018.0,5.2,0,1,0,1,0,0,4G,3000.0,0,0,Oppo A71 (2018),720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
343,1029.0,2019.0,5.8,1,0,1,0,1,1,4G,3046.0,1,1,Apple iPhone 11 Pro,1125.0,2436.0,64.0,4.0,12.0,3.0,12.0,2.0
1616,170.0,2016.0,5.5,1,1,0,1,0,0,4G,4050.0,0,0,Xiaomi Redmi Pro,1080.0,1920.0,128.0,4.0,13.0,2.0,5.0,1.0
1430,250.0,2018.0,5.5,0,1,0,1,0,0,4G,3020.0,0,0,Sharp Aquos S3 mini,1080.0,2040.0,64.0,6.0,16.0,1.0,20.0,1.0
254,646.99687332,2020.0,6.67,1,0,0,1,1,1,5G,4700.0,0,0,Xiaomi Redmi K30 Pro Zoom,1080.0,2400.0,128.0,8.0,64.0,4.0,20.0,1.0
1568,200.0,2014.0,4.7,0,1,1,1,1,0,3G,2000.0,0,0,Wiko Highway Signs,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
1302,85.5,2019.0,6.2,0,1,0,1,0,0,4G,4230.0,0,0,Realme C1 (2019),720.0,1520.0,32.0,2.0,13.0,2.0,5.0,1.0
81,130.0,2020.0,5.71,0,1,0,1,0,0,4G,3450.0,0,0,LG W10 Alpha,720.0,1512.0,32.0,3.0,8.0,1.0,8.0,1.0
903,80.0,2016.0,7.0,0,1,0,1,0,0,4G,3450.0,0,0,Lenovo Tab3 7,600.0,1024.0,8.0,1.0,2.0,1.0,0.3,1.0
1733,120.0,2015.0,4.7,0,1,0,1,0,0,3G,1800.0,0,0,QMobile Noir X550 - XOLO Win Q900s,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
519,220.0,2015.0,7.0,0,1,1,1,0,0,4G,3950.0,0,0,Asus Fonepad 7 FE375CL,800.0,1280.0,8.0,2.0,5.0,1.0,2.0,1.0
990,190.0,2015.0,5.5,0,1,0,1,0,0,3G,3000.0,0,0,LG Ray,720.0,1280.0,16.0,1.0,13.0,1.0,8.0,1.0
130,107.46,2019.0,6.2,0,1,0,1,0,0,4G,4000.0,0,0,Nokia 2.3,720.0,1520.0,32.0,2.0,13.0,1.0,5.0,1.0
1426,400.0,2018.0,5.5,0,1,0,1,1,1,4G,2700.0,0,0,Sharp Aquos C10,1080.0,2040.0,64.0,4.0,12.0,2.0,8.0,1.0
1099,170.0,2014.0,5.0,0,1,0,1,0,0,3G,2500.0,0,0,Micromax A310 Canvas Nitro,720.0,1280.0,8.0,2.0,13.0,1.0,5.0,1.0
320,1020.0,2019.0,5.1,0,1,1,1,1,1,4G,4500.0,0,1,Samsung Galaxy Xcover FieldPro,1440.0,2560.0,64.0,4.0,12.0,1.0,8.0,1.0
1359,250.0,2017.0,5.2,1,1,0,1,1,1,4G,3000.0,0,1,Samsung Galaxy A5 (2017),1080.0,1920.0,32.0,3.0,16.0,1.0,16.0,1.0
1448,460.0,2018.0,5.7,0,1,1,0,1,1,4G,3180.0,1,1,Sony Xperia XZ2,1080.0,2160.0,64.0,4.0,19.0,1.0,5.0,1.0
823,350.0,2015.0,5.5,1,1,0,1,0,1,4G,2700.0,0,0,Huawei Mate S,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
1387,110.0,2015.0,5.0,1,1,0,1,0,0,3G,2600.0,0,0,Samsung Z3,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
353,190.92024,2019.0,6.3,0,1,0,1,1,0,4G,4000.0,0,0,BLU G9,720.0,1520.0,64.0,4.0,13.0,2.0,13.0,1.0
1522,260.0,2018.0,6.3,0,1,0,1,1,0,4G,3260.0,0,0,vivo V9 Youth,1080.0,2280.0,32.0,4.0,16.0,2.0,16.0,1.0
1223,290.0,2016.0,5.5,0,1,0,1,1,0,4G,3075.0,0,0,Oppo A59,720.0,1280.0,32.0,3.0,13.0,1.0,8.0,1.0
550,84.85343999999999,2018.0,6.0,0,1,0,1,0,0,4G,2600.0,0,0,BLU Vivo Go,720.0,1440.0,16.0,1.0,8.0,2.0,5.0,1.0
1102,190.0,2014.0,5.0,0,1,0,1,0,0,3G,1900.0,0,0,Micromax A114R Canvas Beat,540.0,960.0,4.0,1.0,8.0,1.0,2.0,1.0
929,80.0,2014.0,5.0,0,1,0,1,1,0,4G,2300.0,0,0,Lenovo K3,720.0,1280.0,16.0,1.0,8.0,1.0,2.0,1.0
48,150.0,2019.0,6.39,0,1,0,1,0,0,4G,4000.0,0,0,Huawei Enjoy 10,720.0,1560.0,64.0,4.0,48.0,2.0,8.0,1.0
1264,150.0,2016.0,5.0,0,1,0,1,0,0,4G,2800.0,0,0,Panasonic Eluga Tapp,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
1134,150.0,2017.0,5.0,0,1,0,1,1,0,4G,2800.0,0,0,Motorola Moto G5,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
257,589.0,2020.0,6.67,1,0,1,1,1,0,5G,4720.0,0,0,Xiaomi Black Shark 3,1080.0,2400.0,128.0,8.0,64.0,3.0,20.0,1.0
447,700.0,2017.0,4.7,0,0,1,0,1,1,4G,1821.0,1,1,Apple iPhone 8,750.0,1334.0,64.0,2.0,12.0,1.0,7.0,1.0
1261,130.0,2017.0,5.5,0,1,0,1,0,0,4G,4000.0,0,0,Panasonic Eluga Ray X,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
1142,280.0,2015.0,5.0,0,1,0,1,0,0,4G,2470.0,0,1,Motorola Moto G Turbo,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
835,170.0,2014.0,5.0,0,1,0,1,0,1,3G,2000.0,0,0,Huawei Ascend G630,720.0,1280.0,4.0,1.0,8.0,1.0,1.0,1.0
1775,135.0,2016.0,5.0,0,1,0,1,0,0,4G,2600.0,0,0,Samsung Galaxy Grand Prime Plus - Samsung Galaxy J2 Prime,540.0,960.0,8.0,1.5,8.0,1.0,5.0,1.0
25,180.0,2019.0,6.2,0,1,0,1,1,1,4G,3850.0,0,0,HTC Desire 19s,720.0,1520.0,32.0,3.0,13.0,3.0,16.0,1.0
1365,120.0,2016.0,5.0,0,1,0,1,0,0,4G,2400.0,0,0,Samsung Galaxy J5 Prime,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1131,230.0,2017.0,5.5,1,1,0,1,1,1,4G,3000.0,0,1,Motorola Moto Z2 Play,1080.0,1920.0,32.0,3.0,12.0,1.0,5.0,1.0
13,180.0,2020.0,6.21,0,1,0,1,0,1,4G,3400.0,0,0,Honor 20e,1080.0,2340.0,64.0,4.0,24.0,3.0,8.0,1.0
1882,480.0,2015.0,6.0,1,1,1,1,1,1,4G,3500.0,0,0,Allview X2 Xtreme - Gionee Elife E8 - QMobile Noir E8,1440.0,2560.0,64.0,3.0,24.0,1.0,8.0,1.0
426,420.0,2017.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,Allview X4 Soul,1080.0,1920.0,64.0,4.0,13.0,2.0,13.0,1.0
117,93.99,2019.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Motorola Moto E6 Play,720.0,1440.0,32.0,2.0,13.0,1.0,5.0,1.0
958,650.0,2018.0,6.0,1,1,0,1,1,1,4G,3300.0,1,1,LG V30S ThinQ,1440.0,2880.0,128.0,6.0,16.0,2.0,5.0,1.0
1167,330.0,2017.0,5.3,0,1,0,1,1,1,4G,3090.0,0,1,Nokia 8,1440.0,2560.0,64.0,4.0,13.0,1.0,13.0,1.0
1308,680.0,2019.0,5.8,1,1,1,1,1,1,4G,3100.0,1,1,Samsung Galaxy S10e,1080.0,2280.0,128.0,6.0,12.0,2.0,10.0,1.0
469,240.0,2014.0,6.4,0,1,0,1,0,0,3G,2800.0,0,0,Archos 64 Xenon,720.0,1280.0,4.0,1.0,8.0,1.0,2.0,1.0
984,300.0,2016.0,5.3,0,1,0,1,1,1,4G,2800.0,0,0,LG G5,1440.0,2560.0,32.0,4.0,16.0,2.0,8.0,1.0
825,330.0,2015.0,5.5,0,1,0,1,0,1,4G,3000.0,0,0,Huawei G8,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
582,190.0,2017.0,5.2,0,1,0,1,1,1,4G,3100.0,0,0,BQ Aquaris U2,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1381,250.0,2015.0,5.2,1,1,0,1,1,1,4G,2900.0,0,0,Samsung Galaxy A5 (2016),1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1350,130.0,2017.0,5.2,1,1,0,1,1,1,4G,3000.0,0,0,Samsung Galaxy J5 (2017),720.0,1280.0,16.0,2.0,13.0,1.0,13.0,1.0
1858,450.0,2015.0,5.5,1,1,0,1,1,0,4G,2300.0,0,0,vivo X5Max+ - vivo X5Max,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
1067,96.9,2018.0,5.45,0,1,0,1,0,0,4G,2500.0,0,0,Micromax Canvas Infinity Life,720.0,1440.0,16.0,2.0,13.0,1.0,8.0,1.0
750,260.0,2014.0,5.5,0,1,1,1,1,0,4G,2600.0,0,0,HTC Desire 820q dual sim,720.0,1280.0,16.0,1.0,13.0,1.0,8.0,1.0
950,800.0,2018.0,6.4,1,1,0,1,1,1,4G,3300.0,1,1,LG V40 ThinQ,1440.0,3120.0,64.0,6.0,12.0,3.0,8.0,2.0
1642,250.0,2018.0,5.5,0,1,0,1,0,0,4G,9000.0,0,1,Yezz Epic T,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
1505,250.0,2018.0,6.3,0,1,0,1,1,0,4G,3315.0,0,0,vivo Z3,1080.0,2280.0,64.0,4.0,16.0,2.0,12.0,1.0
1550,520.0,2016.0,5.43,1,0,0,1,1,1,4G,3600.0,0,0,vivo Xplay5,1440.0,2560.0,128.0,4.0,16.0,1.0,8.0,1.0
697,200.0,2014.0,6.0,0,1,1,1,0,0,3G,3000.0,0,0,HP Slate6 VoiceTab II,720.0,1280.0,16.0,1.0,8.0,1.0,2.0,1.0
256,837.91711332,2020.0,7.1,1,0,1,1,1,0,5G,5000.0,0,0,Xiaomi Black Shark 3 Pro,1440.0,3120.0,256.0,8.0,64.0,3.0,20.0,1.0
1097,150.0,2015.0,5.0,1,1,0,1,0,0,3G,3000.0,0,0,Micromax Canvas Hue,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
201,110.0,2020.0,5.0,0,1,0,1,1,1,4G,4000.0,0,1,Ulefone Armor X7 Pro,720.0,1280.0,32.0,4.0,13.0,2.0,5.0,1.0
167,100.0,2020.0,6.5,0,1,0,1,0,0,4G,5000.0,0,0,Realme Narzo 10A,720.0,1600.0,32.0,3.0,12.0,3.0,5.0,1.0
492,130.0,2016.0,5.0,0,1,0,1,0,0,4G,2600.0,0,0,Asus Zenfone Go ZB500KL,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
437,300.0,2014.0,4.7,0,0,0,1,1,0,3G,2200.0,0,0,Allview X1 Xtreme Mini,1080.0,1920.0,16.0,2.0,16.0,1.0,4.0,1.0
1790,145.0,2014.0,5.0,0,1,0,1,0,1,4G,3000.0,0,0,alcatel Pop S7 - Vodafone Smart 4 power,540.0,960.0,4.0,1.0,5.0,1.0,0.3,1.0
425,150.0,2017.0,5.0,0,1,0,1,0,0,4G,2500.0,0,0,Allview X4 Soul Mini S,720.0,1280.0,16.0,1.0,8.0,1.0,8.0,1.0
1770,100.0,2017.0,5.0,0,1,0,1,0,0,4G,2500.0,0,0,Lenovo Golden Warrior A8 - Micromax Canvas Amaze 2 E457 - Panasonic Eluga I5 - YU Yunique 2 - ZTE Blade A2,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
527,80.0,2014.0,4.5,0,1,0,1,0,0,4G,1840.0,0,0,BenQ T3,540.0,960.0,4.0,1.0,8.0,1.0,0.3,1.0
924,150.0,2015.0,5.5,0,1,0,1,0,0,4G,2900.0,0,0,Lenovo A7000,720.0,1280.0,8.0,2.0,8.0,1.0,5.0,1.0
521,80.0,2014.0,5.0,0,1,0,1,0,0,4G,2500.0,0,0,Asus Pegasus,720.0,1280.0,8.0,2.0,8.0,1.0,5.0,1.0
1652,420.0,2015.0,5.2,0,1,1,1,1,0,4G,3000.0,0,0,YU Yutopia,1440.0,2560.0,32.0,4.0,21.0,1.0,8.0,1.0
262,307.58311332,2019.0,6.67,0,0,0,1,1,1,5G,4500.0,0,0,Xiaomi Redmi K30 5G,1080.0,2400.0,64.0,6.0,64.0,4.0,20.0,2.0
1456,330.0,2017.0,4.6,0,1,1,1,1,1,4G,2700.0,0,1,Sony Xperia XZ1 Compact,720.0,1280.0,32.0,4.0,19.0,1.0,8.0,1.0
7,338.34248532,2020.0,6.63,0,0,0,1,1,0,5G,4300.0,0,0,Honor X10 5G,1080.0,2400.0,64.0,6.0,40.0,3.0,16.0,1.0
1500,200.0,2018.0,6.2,0,1,0,1,0,0,4G,4030.0,0,0,vivo Y93,720.0,1520.0,64.0,4.0,13.0,2.0,8.0,1.0
1321,360.0,2018.0,6.3,1,1,0,1,1,1,4G,3800.0,0,0,Samsung Galaxy A9 (2018),1080.0,2220.0,64.0,6.0,24.0,4.0,24.0,1.0
709,210.0,2017.0,5.2,0,1,0,0,1,1,4G,2600.0,0,1,HTC U11 Life,1080.0,1920.0,32.0,3.0,16.0,1.0,16.0,1.0
856,150.0,2016.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Lava V5,720.0,1280.0,16.0,3.0,13.0,1.0,8.0,1.0
1730,210.0,2014.0,4.5,0,1,0,1,0,1,4G,2000.0,0,0,Huawei Ascend P7 mini - Huawei Ascend G6 4G,540.0,960.0,8.0,1.0,8.0,1.0,5.0,1.0
421,140.0,2014.0,5.5,0,1,0,1,0,0,3G,2500.0,0,0,alcatel Pop C9,540.0,960.0,4.0,1.0,8.0,1.0,2.0,1.0
1105,150.0,2016.0,5.0,1,1,0,1,0,1,4G,2000.0,0,0,Microsoft Lumia 650,720.0,1280.0,16.0,1.0,8.0,1.0,5.0,1.0
1822,80.0,2020.0,5.45,0,1,0,1,0,0,4G,3000.0,0,0,Nokia C2 Tennen - Nokia C2 Tava,720.0,1440.0,16.0,2.0,8.0,2.0,5.0,1.0
66,100.0,2019.0,6.6,0,1,0,1,1,0,4G,4000.0,0,0,Infinix S5 lite,720.0,1600.0,32.0,3.0,16.0,3.0,16.0,1.0
1656,420.0,2018.0,6.0,0,0,0,1,1,0,4G,3800.0,0,0,ZTE nubia Red Magic Mars,1080.0,2160.0,64.0,6.0,16.0,1.0,8.0,1.0
175,216.376272,2019.0,6.5,0,1,0,1,1,0,4G,5000.0,0,0,Realme 5s,720.0,1600.0,64.0,4.0,48.0,4.0,13.0,1.0
58,167.78707092,2019.0,6.59,0,1,0,1,1,0,4G,4000.0,0,0,Huawei Y9 Prime (2019),1080.0,2340.0,64.0,4.0,16.0,3.0,16.0,1.0
1714,170.0,2015.0,5.0,0,1,0,1,1,0,4G,2900.0,0,0,ZTE nubia Z9 mini,1080.0,1920.0,16.0,2.0,16.0,1.0,8.0,1.0
